food_id,food_name,scientific_name,food_category,source,food_type,serving_size_g,energy_kcal,protein_g,fat_g,carbs_g,fiber_g,water_g,sodium_mg,potassium_mg,phosphorus_mg,calcium_mg,magnesium_mg,iron_mg,zinc_mg,vitamin_c_mg,vitamin_b6_mg,folate_ug,vitamin_e_mg,saturated_fat_g,mufa_g,pufa_g,cholesterol_mg,starch_g,sugars_free_g,oxalate_mg,phytic_acid_mg,total_carbs_g,na_k_ratio,protein_quality,ingredients,brand,nutriscore_grade,unified_id,data_completeness
OFF_8908013252596,Power Oats - Peanut Butter Chocolate,,Fats_Oils,OpenFoodFacts,Packaged_Food,100,475.0,18.0,20.0,60.0,11.0,0.0,0.0,708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,71.0,0.0,Unknown,,Fit and Flex,unknown,FOOD_006599,0.35714285714285715
OFF_8908013326440,Black Salted Almonds,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,575.0,21.06,52.05,21.8,10.9,0.0,620.0,1.4300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93,0.0,0.0,32.7,433.56643356643355,Unknown,,TopNut,unknown,FOOD_006600,0.39285714285714285
OFF_8908013328000,Choco Almond Cookies,,Snacks_Sweets,OpenFoodFacts,Packaged_Food,100,417.0,11.1,24.2,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,Unknown,,Open Secret,unknown,FOOD_006601,0.25
OFF_8908013328109,Choco Almond,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,417.0,11.1,24.2,42.0,23.3,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,0.0,0.0,65.3,0.0,Unknown,,Open Secret,unknown,FOOD_006602,0.35714285714285715
OFF_8908013328222,Nutty Chips,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,153.0,4.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,15.0,0.0,Unknown,,Open Secret,unknown,FOOD_006603,0.2857142857142857
OFF_8908013398010,VegPro Soya Chunks,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,345.0,52.0,0.5,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,Unknown,,VegPro,unknown,FOOD_006604,0.25
OFF_8908013470037,Ginger Ale,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,35.4,0.0,0.0,8.84,0.0,0.0,2.8600000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.27,0.0,0.0,8.84,0.0,Unknown,,Gunsberg,unknown,FOOD_006605,0.25
OFF_8908013479092,double cocoa protein bar,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,493.0,25.6,26.5,37.7,10.4,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,48.1,0.0,Unknown,"Cashew, dates, whey protein concentrate, almond, cocoa powder, cocoa butter",The Whole Truth,d,FOOD_006606,0.35714285714285715
OFF_8908013479122,Peanut Butter Protein Bar,,Fats_Oils,OpenFoodFacts,Packaged_Food,100,498.0,25.0,27.7,36.9,8.46,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,0.0,0.0,45.36,0.0,Unknown,"Peanuts, Dates, Cranberries, Whey Protein Concentrate, Cocoa Butter",The Whole Truth,not-applicable,FOOD_006607,0.35714285714285715
OFF_8908013479139,The Whole Truth Bar Cranberry,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,452.0,23.1,22.7,40.8,4.23,0.0,3.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,0.0,0.0,45.03,0.0,Unknown,,The Whole Truth,not-applicable,FOOD_006608,0.35714285714285715
OFF_8908013479146,The whole truth peanut cocoa,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,471.0,28.8,21.2,41.0,4.81,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,45.81,0.0,Unknown,"peanuts, cocoa powder, cocoa butter, dates and whey.",The whole truth,d,FOOD_006609,0.35714285714285715
OFF_8908013479368,Coffee cocoa mini,,Beverages,OpenFoodFacts,Packaged_Food,100,127.599998474121,7.40000009536743,6.40000009536743,10.1000003814697,2.79999995231628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09999990463257,0.0,0.0,12.90000033378598,0.0,Unknown,,The whole truth,unknown,FOOD_006610,0.32142857142857145
OFF_8908013479382,The Whole Truth Protein Bar Cranberry mini,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,452.0,23.0,21.9,40.7,4.44,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,0.0,0.0,45.14,0.0,Unknown,"Cashews kernels(34%),  cranberries(21%), dates(19%), whey protein concentrate(17%), cocoa butter(5%), almonds kernels(4%).",The Whole Truth,d,FOOD_006611,0.35714285714285715
OFF_8908013479429,Almond Choco Fudge,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,502.0,13.0,27.0,51.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,62.8,0.0,Unknown,"nuts, dates, cocoa",The Whole Truth,not-applicable,FOOD_006612,0.32142857142857145
OFF_8908013479436,Cocoa Cranberry Fudge,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,488.0,12.5,25.5,52.0,9.0,0.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,61.0,0.0,Unknown,,The Whole Truth,unknown,FOOD_006613,0.35714285714285715
OFF_8908013479887,"Nuts, Fruits & Seeds Muesli",,Processed_Foods,OpenFoodFacts,Packaged_Food,100,472.0,13.2,18.2,63.6,6.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,69.6,0.0,Unknown,,The Whole Truth,unknown,FOOD_006614,0.35714285714285715
OFF_8908013524181,Popped potato chips Italian Cheese flavour,,Dairy_Products,OpenFoodFacts,Packaged_Food,100,439.0,7.4,15.7,67.0,2.6,0.0,751.8000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,69.6,0.0,Unknown,,Generic,d,FOOD_006615,0.35714285714285715
OFF_8908013746040,Organic Mojito,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,56.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,14.0,0.0,Unknown,,Generic,unknown,FOOD_006616,0.21428571428571427
OFF_8908013746101,Classic Lemonade,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,46.0,0.0,0.0,11.5,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,11.5,0.0,Unknown,"CARBONATED WATER, SUGAR, LEMON JUICE CONCENTRATE 0.72% (EQUIVALENT TO 6% LEMON JUICE), EMULSIFIERS (INS 414, INS 445), ACIDITY REGULATOR (INS 330), (LEMON), PRESERVATIVE (INS 211), ANTIOXIDANT (INS 300). IODISED SALT, NATURE IDENTICAL FLAVOURING SUBSTANCES",Cravova,e,FOOD_006617,0.25
OFF_8908013746217,Cravova Mocha Cold Coffee,,Beverages,OpenFoodFacts,Packaged_Food,100,75.92,3.14,1.68,12.06,0.0,0.0,79.39999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.46,0.0,0.0,12.06,0.0,Unknown,"Double Toned Milk (90%), Sugar, Milk Solids, Coffee (0.8%), Cocoa Solids (0.22%), Nature Identical Flavouring Substances (Chocolate, Coffee), Acidity Regulator (INS 339(ii)), Stabilizers (INS 418, INS 407)",Cravova,e,FOOD_006618,0.32142857142857145
OFF_8908013746231,Caravova Classic Mojito,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,56.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,14.0,0.0,Unknown,,CRAVOVA,c,FOOD_006619,0.21428571428571427
OFF_8908013889143,AGVS Bandhu Jaggery Bytes,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,363.4,0.3,0.0,90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,90.3,0.0,Unknown,,AGVS Bandhu,e,FOOD_006620,0.25
OFF_8908013950232,Super Strength Plant Protein Shake - Raw Chocolate Flavour,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,363.24,73.5,0.64,17.46,12.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,30.090000000000003,0.0,Unknown,"Plant Protein Blend 84.5% (Pea protein isolate & Rice protein isolate), Cocoa powder (Alkalized) 8.35%, Natural & Nature identical flavoring substances, Grape seed extract (Vitis vinifera) 0.9%, Rock salt, Xanthan gum (INS 415), Vitamin Premix (Refer to nutrition facts), Sucralose (INS955), Papain (INS 1101(ii)) 0.15%, Bromelain (INS 1101(iii)) 0.15%, Lycopene 0.090%. CONTAINS ADDED NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCES - CHOCOLATE & OTHERS.",Plix,a,FOOD_006621,0.32142857142857145
OFF_8908013982646,Lahori Zeera,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,47.2,0.2,0.0,11.8,0.0,0.0,173.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0,11.8,0.0,Unknown,"CARBONATED WATER, SUGAR, LEMON JUICE CONCENTRATE (0.3%) EQUIVALENT TO 2.5% LEMON JUICE RECONSTITUTED, ACIDITY REGULATOR ONS 300 STABILISER (INS 414), CONTAINS PERMITTED NATURAL COLOUR (INS-150d) AND FLAVOURS (NATURAL & NATURE-IDENTICAL FLAVOURING SUBSTANCES), BLACK SALT, IODISED SALT CUMIN SEED, BLACK PEPPER & DRY GINGER POWDER, CLASS II PRESERVATIVE (INS-211). FINS-INTERNATIONAL NUMBERING SYSTEM).",Lahori Zeera,e,FOOD_006622,0.2857142857142857
OFF_8908014021153,Afrodille Dried Blueberry,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,317.0,2.5,2.5,80.0,7.5,0.0,3.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,87.5,0.014018691588785047,Unknown,"Blueberries, Sugar, Citric Acid SO₂. CONTAINS PERMITTED SYNTHETIC FOOD COLOURS.",Afrodille,d,FOOD_006623,0.39285714285714285
OFF_8908014047023,Smoked Cheese,,Dairy_Products,OpenFoodFacts,Packaged_Food,100,288.0,1.6,25.2,13.2,0.0,0.0,712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.0,Unknown,"Water, potato starch, coconut oil, cashews, corn starch, salt, vegan flavours, carrageenan, nutritional yeast, lactic acid, annatto",Soft spot,e,FOOD_006624,0.2857142857142857
OFF_8908014167004,Naagin indian hot sauce,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,140.0,1.81,4.74,22.41,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.16,0.0,0.0,22.41,0.0,Unknown,,Naagin,c,FOOD_006625,0.32142857142857145
OFF_8908014167059,Kantha Bomb,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,197.0,1.31,11.59,21.9,0.0,0.0,1077.3999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.81,0.0,0.0,21.9,0.0,Unknown,"Purified Water, Chillies (Green Chillies, Kanthari Chillies), Onion, Vegetable Oil (Rice Bran Oil), Celery, Garlic, Vinegar (Water, Acidity Regulator (E260)]. Sugar, Salt, Ginger, Turmeric, Stabilizer (E415), Permitted Class II Preservatives (E211)",Naagin Indian Hot Sauce,e,FOOD_006626,0.32142857142857145
OFF_8908014201050,Ramji Net Fryums,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,353.8,11.95,0.4,75.62,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.62,0.0,Unknown,"Wheat Flour, Rice Flour, Corn Flour, Iodised Salt",Ramji,unknown,FOOD_006627,0.2857142857142857
OFF_8908014250003,Almond Brittle,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,586.0,13.4,39.6,43.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,0.0,0.0,43.9,0.0,Unknown,,Loyka,unknown,FOOD_006628,0.2857142857142857
OFF_8908014250539,Almond Brittle Brownie,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,589.0,12.7,40.9,42.5,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,0.0,0.0,42.5,0.0,Unknown,"Almonds (40%), Sugar, Hydrogenated Palm Kernel Oil, Cocoa Solids, Refined Wheat Flour (Maida), Butter, Milk Solids. Emulsifier (INS 322), Raising agent [INS 500 (ii)] & Salt.",Loyka,e,FOOD_006629,0.32142857142857145
OFF_8908014378462,Epicos Lemon,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,43.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,10.8,0.0,Unknown,"CARBONATED WATER, SUGAR, LEMON JUICE CONCENTRATE (EQUIVALENT TO LEMON JUICE 2.5%), ACIDITY REGULATOR (330), ANTIOXIDANT (300), CONTAINS PERMITTED PRESERVATIVES CLASS-II (211) CONTAINS PERMITTED SYNTHETIC FOOD COLOUR ADDED FLAVOUR (NATURE IDENTICAL FLAVOURING SUBSTANCES (LEMON).",Epicos,unknown,FOOD_006630,0.21428571428571427
OFF_8908014388034,Filter Coffee Liquid Brew,,Beverages,OpenFoodFacts,Packaged_Food,100,23.5,1.17,0.1,4.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,0.0,Unknown,"Coffee 80%,Chicory 20%",Trelish,b,FOOD_006631,0.25
OFF_8908014426330,Laccha paratha,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,304.0,7.2,9.8,46.7,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,52.400000000000006,0.0,Unknown,,Generic,unknown,FOOD_006632,0.32142857142857145
OFF_8908014480073,Bovonto,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,68.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,Unknown,"CARBONATED WATER, SUGAR, ACIDITY REGULATOR (INS 330), CLASS II PRESERVATIVE (INS 211). CONTAINS PERMITTED NATURAL AND SYNTHETIC FOOD COLOURS (INS 150d, INS 122, INS 102,INS 124,INS 133) AND ADDED FLAVOURS (NATURAL, NATURE IDENTICAL AND ARTIFICIAL FLAVOURING SUBSTANCES (MIXED FRUIT)). CONTAINS NO FRUIT JUICE OR PULP",NL KALIS SPARKLING WATER,unknown,FOOD_006633,0.21428571428571427
OFF_8908014531065,desiccated coconut powder,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,687.7,9.6,62.5,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,Unknown,"calories - 687. 7kcal, total fat - 62. 5gm, saturated fat 58.3gm, dietary fibre 8.5gm, protein 9.6gm, cholesterol 0.0mg, calcium 14.3mg, vitamin 202mg",sheer coco,unknown,FOOD_006634,0.25
OFF_8908014587031,Rice Cakes,,Snacks_Sweets,OpenFoodFacts,Packaged_Food,100,376.0,11.2,1.2,80.0,4.1,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.1,0.0,Unknown,,Grainic,unknown,FOOD_006635,0.32142857142857145
OFF_8908014602031,Ice pops,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,67.0,0.0,0.0,15.3999996185303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4399995803833,0.0,0.0,15.3999996185303,0.0,Unknown,,Skippi,unknown,FOOD_006636,0.21428571428571427
OFF_8908014658069,The theatre project,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,503.35,7.4,21.05,65.94,10.27,0.0,920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,76.21,0.0,Unknown,"Corn, Edible Vegetable Oil (Rice Bra Oil), Sugar, Milk Solids, Salt, Flavour (Natural & Nature Identical Flavouring Substances), Cheese Powder (0.8%), Flavour Enhancer (INS 627, INS 631), Yeast Extract Powder, Anticaking Agent (INS 551) and Acidity Regulator (INS 330). Contains: Milk. May Contain Nut, Soy & Wheat",Generic,d,FOOD_006637,0.35714285714285715
OFF_8908014658489,kettle style cream and onion,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,512.74,7.56,27.3,59.2,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,0.0,0.0,59.2,0.0,Unknown,"Potato, Edible Vegetable Oil (Palmolein Oils Sunflower Oil), Sugar, lodised Salt, Milk Solids (1.7 %), Cheese Powder (1.3%), Dehydrated Vegetable Powder (Onion (0.8%), Garlic), Yeast Extract Powder, Acidity Regulator (INS 270), Herb (Parsley), Flavour Enhancer (INS 627, INS 631), Flavour (Natural and Nature Identical Flavouring Substances), Anticaking Agent (INS 551) Contains: Milk. May contains Soy, Wheat and Nut.",the theather project,d,FOOD_006638,0.32142857142857145
OFF_8908014665029,French Yogurt Blueberry,,Dairy_Products,OpenFoodFacts,Packaged_Food,100,86.7,2.9,1.06,16.91,0.0,0.0,86.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.77,0.0,0.0,16.91,0.0,Unknown,"Pasteurized Milk, Blueberry Fruit Preparation (10%). (Sugar, Blueberry Fruit, Water, Thickener (INS 440, INS 410), Acidity Regulator (INS 330). Sugar, Milk Solids, Water, Stabilizers (INS 1442), Nature identical flavouring substances. Active Lactic Cultures including L.delbruelkil subsp. Bulgaricus and S thermophilus), Bifidobacterium,Lacto - bacillus acidophilus). Partly Skimmed Yogurt",Mamie Yova,c,FOOD_006639,0.32142857142857145
OFF_8908014665050,Yogurt Drink Mango,,Dairy_Products,OpenFoodFacts,Packaged_Food,100,73.46,3.59,1.55,11.4,0.0,0.0,48.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.91,0.0,0.0,11.4,0.0,Unknown,,YoPop,unknown,FOOD_006640,0.32142857142857145
OFF_8908014665258,French Yogurt Strawberry,,Dairy_Products,OpenFoodFacts,Packaged_Food,100,102.7,3.0,3.1,15.7,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.45,0.0,0.0,15.7,0.0,Unknown,"Pasteurized Milk, Strawberry Fruit Preparation (10%)  Strawberry Fruit, Sugar, Water, Thickner (INS 440 and 410), Acidity Regulator (INS 330), Preservative (INS 202), Sugar, Milk Solids, Stabilizers (INS 1442), Colours (INS 124,INS 133) and natural flavouring substances. Active Lactic Cultures including Ldelbrueki subsp. Bulgaricus and S. thermophilus)",Mamie Yova,c,FOOD_006641,0.32142857142857145
OFF_8908014665289,French Yogurt,,Dairy_Products,OpenFoodFacts,Packaged_Food,100,52.4,3.44,1.08,6.33,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,6.33,0.0,Unknown,"Pasteurized Milk, Water, Stabilizer (INS 1442), permitted starter cultures, Active permitted starter cultures: (L. delbrueikil subsp. Bulgaricus, S. thermophilus). Contains probiotic cultures: (Bifidobacterium and Lactobacillus acidophilus).",Mamie Yova,b,FOOD_006642,0.32142857142857145
OFF_8908014665296,French Yogurt,,Dairy_Products,OpenFoodFacts,Packaged_Food,100,52.4,3.44,1.08,6.33,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,6.33,0.0,Unknown,"Pasteurized Milk, Water, Stabilizer (INS 1442), permitted starter cultures, Active permitted starter cultures: (L. delbrueikil subsp. Bulgaricus, S. thermophilus). Contains probiotic cultures: (Bifidobacterium and Lactobacillus acidophilus).",Mamie Yova,b,FOOD_006643,0.32142857142857145
OFF_8908014757045,Mumbai Bhaji,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,148.0,2.0,8.0,17.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,Unknown,"Potato (28%), Tomato (28%), Water, Capsicum, Cotton Seed Oil, Clarified Butter, Onion, Green Peas, Coriander, Red Chilli, Salt, Garlic, Cabbage, Cumin, Seasoning, (White Pepper, Coriander, Kashmiri Chilli Powder, Cinnamon, Clove, Turmeric), Black Pepper",Hocco,c,FOOD_006644,0.2857142857142857
OFF_8908014812010,A2 cow ghee,,Fats_Oils,OpenFoodFacts,Packaged_Food,100,900.0,0.0,99.8999977111816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,,Sarthak satvik,unknown,FOOD_006645,0.14285714285714285
OFF_8908014814007,Multigrain Bread,,Cereals_Millets,OpenFoodFacts,Packaged_Food,100,331.0,3.5,5.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,0.0,0.0,68.0,0.0,Unknown,"Refined Wheat Flour (Maida), Water, Multigrain Mix (Sunflower, Flax Seed, Sesame, Soya Seeds Rolled Oats), Whole Wheat Flour (Atta), Sugar, Edible Vegetable Oil (Palm Oil), Yeast, iodized Salt, Soya Flour, Gluten, Calcium Propionate (INS282). Bread Improver (INS 170), 1100i, Ardior fort (INS 301)",Mr Bakewell,unknown,FOOD_006646,0.2857142857142857
OFF_8908014814014,Premium Fruit Bread,,Cereals_Millets,OpenFoodFacts,Packaged_Food,100,285.0,6.8,3.6,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,57.0,0.0,Unknown,"Refined Wheat Flour (Maida), Glazed Fruit Sugar, Edible Vegetable Fat, Yeast, Gluten, lodized Salt, Soya Flour,Milk Solids, Class II Preservative (INS 282), Improver (INS 1100 (1), 170(i)), Emulsifier (INS 481 (0)) and Antioxidant (INS 300), Spices & Condiments",Mr Bakewell,unknown,FOOD_006647,0.2857142857142857
OFF_8908014814021,premium brown bread,,Cereals_Millets,OpenFoodFacts,Packaged_Food,100,288.8,3.2,3.1,55.26,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,0.0,0.0,58.76,0.0,Unknown,"Refined Wheat Flour (Maida), Whole Wheat Flour (Atta), Water, Sugar, Edible Vegetable Oil (Palm Oil), Yeast, lodized Salt, Soya Flour, Gluten, Caramel 150 a, Roasted Malt Flour, Calcium Propionate (INS282), Bread Improver (INS 170(i), 1100(0)), Antioxidant (INS 300) ALLERGEN INFORMATION: Product contains, Gluten & Soya.",Mr Bakewell,unknown,FOOD_006648,0.32142857142857145
OFF_8908014814038,Milk Bread,,Dairy_Products,OpenFoodFacts,Packaged_Food,100,313.2,2.3,4.0,67.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,69.0,0.0,Unknown,"Refined Wheat Flour (Maida), Water, Sugar, Skimmed Milk Powder, Edible Vegetable Oil (Palm Oil), Yeast, lodized Salt, Soya Flour, Gluten, Calcium Propionate (INS282), Bread Improver (INS 170(i), 1100(i)), Antioxidant (INS 300)",Mr Bakewell,unknown,FOOD_006649,0.32142857142857145
OFF_8908014814045,White Bread,,Cereals_Millets,OpenFoodFacts,Packaged_Food,100,313.2,2.3,4.0,67.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,69.0,0.0,Unknown,"Refined Wheat Flour (Maida), Water, Sugar, Edible Vegetable Oil (Palm Oil), Yeast, lodized Salt, Soya Flour, Gluten, Calcium Propionate (INS282), Bread Improver (INS 170(i), 1100(i)), Antioxidant (INS 300)",Mr Bakewell,unknown,FOOD_006650,0.32142857142857145
