food_id,food_name,scientific_name,food_category,source,food_type,serving_size_g,energy_kcal,protein_g,fat_g,carbs_g,fiber_g,water_g,sodium_mg,potassium_mg,phosphorus_mg,calcium_mg,magnesium_mg,iron_mg,zinc_mg,vitamin_c_mg,vitamin_b6_mg,folate_ug,vitamin_e_mg,saturated_fat_g,mufa_g,pufa_g,cholesterol_mg,starch_g,sugars_free_g,oxalate_mg,phytic_acid_mg,total_carbs_g,na_k_ratio,protein_quality,ingredients,brand,nutriscore_grade,unified_id,data_completeness
IFCT_A001,"Amaranth seed, black",Amaranthus cruentus,Cereals_Millets,IFCT_2017,Raw_Ingredient,100,1490.0,14.59,5.74,59.98,7.02,9.89,2.7,433.0,374.0,181.0,325.0,9.33,2.66,0.0,0.5,27.44,0.17,1280.0,1033.0,2279.0,0.0,55.83,0.88,226.0,393.0,67.0,0.006235565819861432,Available,,,,FOOD_000001,0.9285714285714286
IFCT_A002,"Amaranth seed, pale brown",Amaranthus cruentus,Cereals_Millets,IFCT_2017,Raw_Ingredient,100,1489.0,13.27,5.56,61.46,7.47,9.2,2.81,413.0,412.0,162.0,270.0,8.02,2.52,0.0,0.33,24.65,0.15,1140.0,1043.0,2266.0,0.0,59.33,0.8,209.0,341.0,68.93,0.006803874092009685,Available,,,,FOOD_000002,0.9285714285714286
IFCT_A003,Bajra,Pennisetum typhoideum,Cereals_Millets,IFCT_2017,Raw_Ingredient,100,1456.0,10.96,5.43,61.78,11.49,8.97,4.11,365.0,289.0,27.35,124.0,6.42,2.76,0.0,0.27,36.11,0.24,875.0,1047.0,1984.0,0.0,55.21,0.81,53.13,485.0,73.27,0.01126027397260274,Available,,,,FOOD_000003,0.9285714285714286
IFCT_A004,Barley,Hordeum vulgare,Cereals_Millets,IFCT_2017,Raw_Ingredient,100,1321.0,10.94,1.3,61.29,15.64,9.77,7.56,268.0,178.0,28.64,48.97,1.56,1.5,0.0,0.31,31.58,0.01,232.0,90.79,575.0,0.0,72.67,0.06,10.98,386.0,76.93,0.028208955223880595,Available,,,,FOOD_000004,0.9285714285714286
IFCT_A005,Jowar,Sorghum vulgare,Cereals_Millets,IFCT_2017,Raw_Ingredient,100,1398.0,9.97,1.73,67.68,10.22,9.01,5.42,328.0,274.0,27.6,133.0,3.95,1.96,0.0,0.28,39.42,0.06,163.0,314.0,524.0,0.0,59.7,1.27,28.38,549.0,77.9,0.01652439024390244,Available,,,,FOOD_000005,0.9285714285714286
IFCT_A006,"Maize, dry",Zea mays,Cereals_Millets,IFCT_2017,Raw_Ingredient,100,1398.0,8.8,3.77,64.77,12.24,9.26,4.44,291.0,279.0,8.91,145.0,2.49,2.27,0.0,0.34,25.81,0.36,413.0,706.0,1606.0,0.0,59.35,1.66,15.26,646.0,77.00999999999999,0.015257731958762889,Available,,,,FOOD_000006,0.9285714285714286
IFCT_A007,"Maize, tender, local",Zea mays,Cereals_Millets,IFCT_2017,Raw_Ingredient,100,502.0,3.57,1.4,22.69,3.67,68.29,2.24,167.0,163.0,6.35,47.62,0.71,0.97,4.26,0.45,62.96,0.09,109.0,147.0,347.0,0.0,15.88,1.47,5.2,148.0,26.36,0.013413173652694612,Available,,,,FOOD_000007,0.9642857142857143
IFCT_A008,"Maize, tender, sweet",Zea mays,Cereals_Millets,IFCT_2017,Raw_Ingredient,100,405.0,4.16,1.35,16.42,3.3,74.4,2.23,297.0,121.0,6.37,36.51,0.54,0.77,5.72,0.38,59.71,0.1,123.0,176.0,300.0,0.0,7.45,4.67,1.67,221.0,19.720000000000002,0.0075084175084175085,Available,,,,FOOD_000008,0.9642857142857143
IFCT_A009,Quinoa,Chenopodium quinoa,Cereals_Millets,IFCT_2017,Raw_Ingredient,100,1374.0,13.11,5.5,53.65,14.66,10.43,4.5,474.0,212.0,198.0,119.0,7.51,3.31,0.0,0.21,173.0,2.08,570.0,1424.0,2406.0,0.0,48.41,1.41,82.94,120.0,68.31,0.00949367088607595,Available,,,,FOOD_000009,0.9285714285714286
IFCT_A010,Ragi,Eleusine coracana,Cereals_Millets,IFCT_2017,Raw_Ingredient,100,1342.0,7.16,1.92,66.82,11.18,10.89,4.75,443.0,210.0,364.0,146.0,4.62,2.53,0.0,0.05,34.66,0.16,317.0,585.0,431.0,0.0,62.13,0.34,39.58,306.0,78.0,0.01072234762979684,Available,,,,FOOD_000010,0.9285714285714286
IFCT_A011,Rice flakes,Oryza sativa,Cereals_Millets,IFCT_2017,Raw_Ingredient,100,1480.0,7.44,1.14,76.75,3.46,10.36,2.58,148.0,195.0,9.19,77.92,4.46,1.49,0.0,0.02,8.46,0.05,284.0,425.0,577.0,0.0,68.06,0.34,10.97,474.0,80.21,0.01743243243243243,Available,,,,FOOD_000011,0.9285714285714286
IFCT_A012,Rice puffed,Oryza sativa,Cereals_Millets,IFCT_2017,Raw_Ingredient,100,1514.0,7.47,1.62,77.68,2.56,9.4,3.69,140.0,152.0,15.09,64.59,4.55,1.45,0.0,0.07,0.0,0.04,46.84,39.77,44.8,0.0,69.25,0.64,6.27,115.0,80.24000000000001,0.026357142857142857,Available,,,,FOOD_000012,0.8928571428571429
IFCT_A013,"Rice, raw, brown",Oryza sativa,Cereals_Millets,IFCT_2017,Raw_Ingredient,100,1480.0,9.16,1.24,74.8,4.43,9.33,3.64,199.0,267.0,10.93,93.91,1.02,1.68,0.0,0.37,11.51,0.69,346.0,203.0,506.0,0.0,71.31,0.69,12.06,742.0,79.22999999999999,0.01829145728643216,Available,,,,FOOD_000013,0.9285714285714286
IFCT_A014,"Rice, parboiled, milled",Oryza sativa,Cereals_Millets,IFCT_2017,Raw_Ingredient,100,1471.0,7.81,0.55,77.16,3.74,10.09,3.16,142.0,140.0,8.11,26.72,0.72,1.08,0.0,0.22,9.75,0.09,150.0,86.66,216.0,0.0,76.14,0.67,5.02,274.0,80.89999999999999,0.022253521126760566,Available,,,,FOOD_000014,0.9285714285714286
IFCT_A015,"Rice, raw, milled",Oryza sativa,Cereals_Millets,IFCT_2017,Raw_Ingredient,100,1491.0,7.94,0.52,78.24,2.81,9.93,2.34,108.0,96.0,7.49,19.3,0.65,1.21,0.0,0.12,9.32,0.06,184.0,117.0,253.0,0.0,75.7,0.69,1.92,266.0,81.05,0.021666666666666664,Available,,,,FOOD_000015,0.9285714285714286
IFCT_A016,Samai,Panicum miliare,Cereals_Millets,IFCT_2017,Raw_Ingredient,100,1449.0,10.13,3.89,65.55,7.72,11.36,4.77,105.0,130.0,16.06,91.41,1.26,1.82,0.0,0.04,36.2,0.55,589.0,868.0,1277.0,0.0,56.07,0.37,6.74,265.0,73.27,0.04542857142857142,Available,,,,FOOD_000016,0.9285714285714286
IFCT_A017,Varagu,Setaria italica,Cereals_Millets,IFCT_2017,Raw_Ingredient,100,1388.0,8.92,2.55,66.19,6.39,14.23,3.35,94.0,101.0,15.27,122.0,2.34,1.65,0.0,0.07,39.49,0.07,246.0,297.0,597.0,0.0,64.96,1.29,3.48,452.0,72.58,0.03563829787234043,Available,,,,FOOD_000017,0.9285714285714286
IFCT_A018,"Wheat flour, refined",Triticum aestivum,Cereals_Millets,IFCT_2017,Raw_Ingredient,100,1472.0,10.36,0.76,74.27,2.76,11.34,1.54,148.0,110.0,20.4,30.69,1.77,0.88,0.0,0.08,16.25,0.05,98.55,50.64,343.0,0.0,70.03,1.79,20.22,123.0,77.03,0.010405405405405405,Available,,,,FOOD_000018,0.9285714285714286
IFCT_A019,"Wheat flour, atta",Triticum aestivum,Cereals_Millets,IFCT_2017,Raw_Ingredient,100,1340.0,10.57,1.53,64.17,11.36,11.1,2.04,311.0,315.0,30.94,125.0,4.1,2.85,0.0,0.25,29.22,0.26,206.0,149.0,742.0,0.0,56.82,1.8,52.38,632.0,75.53,0.006559485530546624,Available,,,,FOOD_000019,0.9285714285714286
IFCT_A020,"Wheat, whole",Triticum aestivum,Cereals_Millets,IFCT_2017,Raw_Ingredient,100,1347.0,10.59,1.47,64.72,11.23,10.58,2.5,366.0,315.0,39.36,125.0,3.97,2.85,0.0,0.26,30.09,0.77,191.0,141.0,654.0,0.0,57.53,1.77,52.46,638.0,75.95,0.006830601092896175,Available,,,,FOOD_000020,0.9285714285714286
IFCT_A021,"Wheat, bulgur",Triticum aestivum,Cereals_Millets,IFCT_2017,Raw_Ingredient,100,1430.0,10.84,1.45,69.06,8.81,8.61,2.09,330.0,245.0,27.09,116.0,3.86,1.97,0.0,0.24,26.3,0.21,196.0,152.0,700.0,0.0,60.54,1.2,40.23,679.0,77.87,0.006333333333333333,Available,,,,FOOD_000021,0.9285714285714286
IFCT_A022,"Wheat, semolina",Triticum aestivum,Cereals_Millets,IFCT_2017,Raw_Ingredient,100,1396.0,11.38,0.74,68.43,9.72,8.94,2.31,284.0,119.0,29.38,37.89,2.98,2.13,0.0,0.11,25.68,0.2,88.87,67.34,325.0,0.0,58.2,1.65,28.43,549.0,78.15,0.008133802816901408,Available,,,,FOOD_000022,0.9285714285714286
IFCT_A023,"Wheat, vermicelli",Triticum aestivum,Cereals_Millets,IFCT_2017,Raw_Ingredient,100,1392.0,9.7,0.45,70.39,9.28,9.59,2.71,163.0,99.0,19.42,34.18,2.02,0.83,0.0,0.03,14.35,0.03,64.59,36.06,220.0,0.0,55.31,1.68,23.84,168.0,79.67,0.016625766871165643,Available,,,,FOOD_000023,0.9285714285714286
IFCT_A024,"Wheat, vermicelli, roasted",Triticum aestivum,Cereals_Millets,IFCT_2017,Raw_Ingredient,100,1423.0,10.37,0.49,71.42,9.55,7.61,3.43,177.0,107.0,22.63,39.03,2.09,0.88,0.0,0.03,13.21,0.01,49.95,28.84,170.0,0.0,54.55,2.14,21.91,165.0,80.97,0.01937853107344633,Available,,,,FOOD_000024,0.9285714285714286
IFCT_B001,"Bengal gram, dal",Cicer arietinum,Grain_Legumes,IFCT_2017,Raw_Ingredient,100,1377.0,21.55,5.31,46.72,15.15,9.18,20.83,957.0,325.0,46.32,118.0,6.08,3.65,0.0,0.19,182.0,0.19,469.0,876.0,2476.0,0.0,40.49,1.03,6.49,450.0,61.87,0.021765935214211076,Available,,,,FOOD_000025,0.9285714285714286
IFCT_B002,"Bengal gram, whole",Cicer arietinum,Grain_Legumes,IFCT_2017,Raw_Ingredient,100,1201.0,18.77,5.11,39.56,25.22,8.56,26.56,935.0,267.0,150.0,160.0,6.78,3.37,0.0,0.36,233.0,1.72,453.0,890.0,2337.0,0.0,35.69,0.99,7.14,578.0,64.78,0.028406417112299465,Available,,,,FOOD_000026,0.9285714285714286
IFCT_B003,"Black gram, dal",Phaseolus mungo,Grain_Legumes,IFCT_2017,Raw_Ingredient,100,1356.0,23.06,1.69,51.0,11.93,9.16,18.88,1157.0,375.0,55.67,173.0,4.67,3.0,0.0,0.22,88.75,0.17,276.0,186.0,742.0,0.0,47.89,0.84,43.78,579.0,62.93,0.016318063958513394,Available,,,,FOOD_000027,0.9285714285714286
IFCT_B004,"Black gram, whole",Phaseolus mungo,Grain_Legumes,IFCT_2017,Raw_Ingredient,100,1219.0,21.97,1.58,43.99,20.41,8.7,26.8,1093.0,345.0,86.18,190.0,5.97,3.05,0.0,0.53,134.0,0.23,258.0,161.0,718.0,0.0,42.19,0.45,56.25,679.0,64.4,0.024519670631290028,Available,,,,FOOD_000028,0.9285714285714286
IFCT_B005,"Cowpea, brown",Vigna catjang,Grain_Legumes,IFCT_2017,Raw_Ingredient,100,1340.0,20.36,1.15,54.62,11.54,9.42,13.68,1241.0,372.0,81.73,213.0,5.9,3.41,0.0,0.3,231.0,0.7,283.0,60.58,550.0,0.0,45.49,1.6,14.34,550.0,66.16,0.011023368251410154,Available,,,,FOOD_000029,0.9285714285714286
IFCT_B006,"Cowpea, white",Vigna catjang,Grain_Legumes,IFCT_2017,Raw_Ingredient,100,1340.0,21.25,1.14,53.77,11.7,9.32,12.52,1243.0,378.0,84.1,213.0,5.04,3.57,0.0,0.26,249.0,0.65,285.0,70.12,557.0,0.0,46.33,1.18,17.23,573.0,65.47,0.01007240547063556,Available,,,,FOOD_000030,0.9285714285714286
IFCT_B007,"Field bean, black",Phaseolus vulgaris,Grain_Legumes,IFCT_2017,Raw_Ingredient,100,1155.0,19.93,0.92,43.46,23.4,9.57,1.35,1272.0,457.0,78.16,197.0,4.5,2.42,0.0,0.35,291.0,0.51,188.0,80.07,468.0,0.0,40.07,1.15,1.28,759.0,66.86,0.0010613207547169811,Available,,,,FOOD_000031,0.9285714285714286
IFCT_B008,"Field bean, brown",Phaseolus vulgaris,Grain_Legumes,IFCT_2017,Raw_Ingredient,100,1184.0,19.9,0.98,45.24,22.4,8.74,1.41,1245.0,429.0,75.2,173.0,4.99,2.44,0.0,0.37,292.0,0.53,198.0,127.0,460.0,0.0,42.3,1.17,1.26,773.0,67.64,0.0011325301204819277,Available,,,,FOOD_000032,0.9285714285714286
IFCT_B009,"Field bean, white",Phaseolus vulgaris,Grain_Legumes,IFCT_2017,Raw_Ingredient,100,1173.0,19.84,0.94,44.53,22.99,8.61,1.7,1360.0,448.0,77.24,190.0,5.5,2.8,0.0,0.38,289.0,0.52,186.0,61.57,503.0,0.0,42.25,1.07,1.23,791.0,67.52,0.00125,Available,,,,FOOD_000033,0.9285714285714286
IFCT_B010,"Green gram, dal",Phaseolus aureus,Grain_Legumes,IFCT_2017,Raw_Ingredient,100,1363.0,23.88,1.35,52.59,9.37,9.77,10.14,1268.0,416.0,43.13,155.0,3.93,2.49,0.0,0.19,92.11,0.23,247.0,35.85,534.0,0.0,41.06,0.95,2.46,170.0,61.96,0.007996845425867509,Available,,,,FOOD_000034,0.9285714285714286
IFCT_B011,"Green gram, whole",Phaseolus aureus,Grain_Legumes,IFCT_2017,Raw_Ingredient,100,1229.0,22.53,1.14,46.13,17.04,9.95,12.48,1177.0,353.0,92.43,198.0,4.89,2.67,0.0,0.35,145.0,0.33,274.0,27.22,611.0,0.0,39.21,0.54,12.29,375.0,63.17,0.010603228547153782,Available,,,,FOOD_000035,0.9285714285714286
IFCT_B012,"Horse gram, whole",Dolicus biflorus,Grain_Legumes,IFCT_2017,Raw_Ingredient,100,1379.0,21.73,0.62,57.24,7.88,9.28,12.14,1065.0,298.0,269.0,152.0,8.76,2.71,0.0,0.21,163.0,0.27,135.0,68.89,258.0,0.0,47.96,0.35,181.0,339.0,65.12,0.01139906103286385,Available,,,,FOOD_000036,0.9285714285714286
IFCT_B013,Lentil dal,Lens culinaris,Grain_Legumes,IFCT_2017,Raw_Ingredient,100,1349.0,24.35,0.75,52.53,10.43,9.71,10.27,786.0,310.0,44.32,74.69,7.06,3.61,0.0,0.18,49.99,0.16,91.02,112.0,336.0,0.0,44.44,1.95,10.46,218.0,62.96,0.013066157760814249,Available,,,,FOOD_000037,0.9285714285714286
IFCT_B014,"Lentil whole, brown",Lens culinaris,Grain_Legumes,IFCT_2017,Raw_Ingredient,100,1251.0,22.49,0.64,48.47,16.82,9.2,11.2,756.0,274.0,76.13,101.0,7.57,3.6,0.0,0.46,132.0,0.19,81.22,102.0,277.0,0.0,41.41,1.63,10.74,564.0,65.28999999999999,0.014814814814814814,Available,,,,FOOD_000038,0.9285714285714286
IFCT_B015,"Lentil whole, yellowish",Lens culinaris,Grain_Legumes,IFCT_2017,Raw_Ingredient,100,1246.0,22.87,0.61,47.91,16.66,9.75,10.87,764.0,261.0,76.66,86.38,7.91,3.31,0.0,0.47,121.0,0.19,76.17,92.18,274.0,0.0,42.08,1.5,13.88,585.0,64.57,0.014227748691099475,Available,,,,FOOD_000039,0.9285714285714286
IFCT_B016,Moth bean,Vigna aconitifolia,Grain_Legumes,IFCT_2017,Raw_Ingredient,100,1291.0,19.75,1.76,52.09,15.12,8.14,26.34,1356.0,362.0,154.0,205.0,7.9,1.92,0.0,0.16,349.0,0.79,434.0,72.25,848.0,0.0,46.64,1.36,36.11,609.0,67.21000000000001,0.019424778761061946,Available,,,,FOOD_000040,0.9285714285714286
IFCT_B017,"Peas, dry",Pisum sativum,Grain_Legumes,IFCT_2017,Raw_Ingredient,100,1269.0,20.43,1.89,48.93,17.01,9.33,23.4,922.0,334.0,75.11,123.0,5.09,3.1,0.0,0.26,110.0,0.32,242.0,398.0,873.0,0.0,43.04,2.03,8.89,413.0,65.94,0.025379609544468544,Available,,,,FOOD_000041,0.9285714285714286
IFCT_B018,"Rajmah, black",Phaseolus vulgaris,Grain_Legumes,IFCT_2017,Raw_Ingredient,100,1247.0,19.01,1.62,49.59,17.74,8.69,9.4,1362.0,386.0,134.0,160.0,6.17,3.08,0.0,0.23,332.0,0.21,238.0,105.0,927.0,0.0,38.45,2.02,48.66,470.0,67.33,0.006901615271659325,Available,,,,FOOD_000042,0.9285714285714286
IFCT_B019,"Rajmah, brown",Phaseolus vulgaris,Grain_Legumes,IFCT_2017,Raw_Ingredient,100,1245.0,19.5,1.68,48.83,16.95,9.68,10.47,1366.0,396.0,134.0,164.0,6.3,2.6,0.0,0.21,330.0,0.23,242.0,91.76,896.0,0.0,38.05,2.27,43.41,481.0,65.78,0.00766471449487555,Available,,,,FOOD_000043,0.9285714285714286
IFCT_B020,"Rajmah, red",Phaseolus vulgaris,Grain_Legumes,IFCT_2017,Raw_Ingredient,100,1252.0,19.91,1.77,48.61,16.57,9.87,10.45,1324.0,409.0,126.0,173.0,6.13,2.69,0.0,0.21,316.0,0.23,256.0,87.84,931.0,0.0,38.55,1.52,41.44,465.0,65.18,0.00789274924471299,Available,,,,FOOD_000044,0.9285714285714286
IFCT_B021,"Red gram, dal",Cajanus cajan,Grain_Legumes,IFCT_2017,Raw_Ingredient,100,1384.0,21.7,1.56,55.23,9.06,9.2,18.01,1395.0,328.0,71.73,119.0,3.9,2.63,0.0,0.24,108.0,0.19,257.0,89.94,651.0,0.0,48.53,2.08,1.41,277.0,64.28999999999999,0.012910394265232977,Available,,,,FOOD_000045,0.9285714285714286
IFCT_B022,"Red gram, whole",Cajanus cajan,Grain_Legumes,IFCT_2017,Raw_Ingredient,100,1146.0,20.47,1.38,42.48,22.84,9.3,19.03,1303.0,312.0,139.0,155.0,5.37,2.99,0.0,0.42,229.0,0.8,277.0,78.55,637.0,0.0,38.97,1.3,1.65,604.0,65.32,0.014604758250191866,Available,,,,FOOD_000046,0.9285714285714286
IFCT_B023,Ricebean,Vigna umbellata,Grain_Legumes,IFCT_2017,Raw_Ingredient,100,1265.0,19.97,0.74,51.26,13.37,11.12,10.62,1196.0,270.0,200.0,201.0,4.76,2.29,1.11,0.13,122.0,1.06,172.0,357.0,62.93,0.0,44.05,1.33,391.0,486.0,64.63,0.008879598662207357,Available,,,,FOOD_000047,0.9642857142857143
IFCT_B024,"Soya bean, brown",Glycine max,Grain_Legumes,IFCT_2017,Raw_Ingredient,100,1596.0,35.58,19.82,12.79,21.55,5.51,2.07,1613.0,483.0,239.0,259.0,8.29,4.01,0.0,0.43,297.0,1.29,3092.0,4558.0,11279.0,0.0,6.65,2.51,122.0,443.0,34.34,0.0012833230006199627,Available,,,,FOOD_000048,0.9285714285714286
IFCT_B025,"Soya bean, white",Glycine max,Grain_Legumes,IFCT_2017,Raw_Ingredient,100,1579.0,37.8,19.42,10.16,22.63,5.47,2.83,1634.0,494.0,195.0,189.0,8.22,3.47,0.0,0.45,288.0,1.33,3002.0,4817.0,11071.0,0.0,7.26,2.2,119.0,460.0,32.79,0.0017319461444308445,Available,,,,FOOD_000049,0.9285714285714286
IFCT_C001,Agathi leaves,Sesbania grandiflora,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,295.0,8.01,1.35,5.21,8.6,74.43,18.12,674.0,52.52,901.0,96.64,4.36,0.53,121.0,0.22,120.0,1.77,490.0,57.67,532.0,0.0,3.72,0.23,179.0,63.33,13.809999999999999,0.02688427299703264,Available,,,,FOOD_000050,0.9642857142857143
IFCT_C002,"Amaranth leaves, green",Amaranthus gangeticus,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,128.0,3.29,0.65,2.28,4.41,86.85,16.08,572.0,73.22,330.0,194.0,4.64,0.86,83.54,0.21,70.33,0.44,194.0,48.87,358.0,0.0,0.7,0.32,779.0,5.42,6.6899999999999995,0.028111888111888108,Available,,,,FOOD_000051,0.9642857142857143
IFCT_C003,"Amaranth leaves, red mix",Amaranthus gangeticus,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,140.0,3.93,0.63,2.37,4.91,85.56,14.58,564.0,75.98,245.0,177.0,7.25,1.37,86.2,0.22,81.95,0.46,210.0,47.34,326.0,0.0,0.77,0.28,823.0,4.9,7.28,0.025851063829787232,Available,,,,FOOD_000052,0.9642857142857143
IFCT_C004,"Amaranth leaves, red and green mix",Amaranthus gangeticus,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,132.0,3.09,0.53,2.87,4.6,86.37,17.55,597.0,68.23,269.0,146.0,5.28,1.03,77.24,0.19,69.08,0.45,197.0,46.59,332.0,0.0,0.95,0.15,676.0,4.89,7.47,0.029396984924623115,Available,,,,FOOD_000053,0.9642857142857143
IFCT_C005,"Amaranth spinosus, leaves, green mix",Amaranthus spinosus,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,110.0,3.54,0.36,1.61,5.1,86.46,15.66,569.0,72.46,359.0,202.0,6.37,1.57,82.56,0.22,41.44,0.28,85.13,16.46,186.0,0.0,0.69,0.14,1073.0,7.4,6.71,0.027521968365553602,Available,,,,FOOD_000054,0.9642857142857143
IFCT_C006,"Amaranth spinosus, leaves, red and green mix",Amaranthus spinosus,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,99.0,2.8,0.34,1.45,5.57,86.64,16.27,588.0,85.02,372.0,187.0,4.58,1.11,77.3,0.2,44.23,0.28,85.96,17.77,168.0,0.0,0.73,0.13,1045.0,7.15,7.0200000000000005,0.027670068027210882,Available,,,,FOOD_000055,0.9642857142857143
IFCT_C007,Basella leaves,Basella alba,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,82.0,1.57,0.45,2.01,2.21,92.68,18.74,337.0,37.26,93.89,153.0,4.2,0.39,63.35,0.18,90.31,0.16,101.0,51.28,203.0,0.0,1.67,0.02,170.0,49.57,4.22,0.055608308605341245,Available,,,,FOOD_000056,0.9642857142857143
IFCT_C008,Bathua leaves,Chenopodium album,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,116.0,2.5,0.44,2.56,4.01,88.77,10.75,438.0,37.55,211.0,48.41,2.66,0.98,41.03,0.17,42.55,0.25,120.0,8.61,219.0,0.0,1.07,0.52,1077.0,18.48,6.57,0.02454337899543379,Available,,,,FOOD_000057,0.9642857142857143
IFCT_C009,Beet greens,Beta vulgaris,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,145.0,2.38,0.75,3.86,3.64,86.68,111.0,530.0,36.02,151.0,120.0,5.8,0.16,35.83,0.13,11.52,0.21,188.0,79.51,308.0,0.0,2.05,0.13,127.0,19.01,7.5,0.20943396226415095,Available,,,,FOOD_000058,0.9642857142857143
IFCT_C010,"Betel leaves, big (kolkata)",Piper betle,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,202.0,2.51,0.75,7.37,2.12,84.93,16.8,649.0,51.73,207.0,107.0,3.0,0.47,18.4,0.04,15.96,0.05,250.0,93.43,256.0,0.0,6.24,0.37,493.0,57.98,9.49,0.02588597842835131,Available,,,,FOOD_000059,0.9642857142857143
IFCT_C011,"Betel leaves, small",Piper betle,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,183.0,2.62,0.75,6.16,1.97,85.92,14.04,678.0,55.72,196.0,89.94,2.87,0.39,24.51,0.04,16.56,0.03,238.0,82.67,277.0,0.0,5.14,0.4,577.0,45.34,8.13,0.02070796460176991,Available,,,,FOOD_000060,0.9642857142857143
IFCT_C012,Brussels sprouts,Brassica oleracea var. gemmifera,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,185.0,4.26,0.5,5.09,4.29,84.39,18.51,639.0,98.56,53.99,32.99,1.54,0.57,89.45,0.19,85.01,0.21,226.0,88.69,84.92,0.0,4.31,0.17,12.4,18.32,9.379999999999999,0.028967136150234746,Available,,,,FOOD_000061,0.9642857142857143
IFCT_C013,"Cabbage, Chinese",Brassica rupa,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,75.0,1.58,0.13,2.36,2.01,93.19,20.28,258.0,33.05,58.46,11.51,0.39,0.19,19.32,0.19,54.51,0.25,33.01,15.97,55.01,0.0,1.0,0.42,16.55,16.85,4.369999999999999,0.0786046511627907,Available,,,,FOOD_000062,0.9642857142857143
IFCT_C014,"Cabbage, collard greens",Brassica oleracea var. viridis,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,126.0,3.63,0.27,2.79,2.98,89.53,22.98,292.0,54.67,170.0,45.9,2.67,0.35,40.76,0.24,63.46,0.2,61.87,37.19,117.0,0.0,1.59,0.76,9.42,12.08,5.77,0.0786986301369863,Available,,,,FOOD_000063,0.9642857142857143
IFCT_C015,"Cabbage, green",Brassica oleracea var. capitata f. alba,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,90.0,1.36,0.12,3.25,2.76,91.85,14.98,233.0,30.15,51.76,17.99,0.35,0.16,33.25,0.13,46.36,0.05,46.54,30.05,91.4,0.0,0.53,1.0,2.88,11.77,6.01,0.06429184549356223,Available,,,,FOOD_000064,0.9642857142857143
IFCT_C016,"Cabbage, violet",Brassica oleracea var. capitata f. rubra,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,97.0,1.39,0.21,3.54,2.21,91.94,24.0,201.0,22.14,48.0,26.87,0.24,0.13,43.49,0.17,34.81,0.03,58.42,41.14,112.0,0.0,0.54,0.8,2.7,12.81,5.75,0.11940298507462686,Available,,,,FOOD_000065,0.9642857142857143
IFCT_C017,Cauliflower leaves,Brassica oleracea var. botrytis,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,148.0,3.9,0.42,3.39,3.43,87.64,24.31,374.0,62.82,96.7,41.5,2.42,0.31,52.84,0.23,42.99,0.08,115.0,20.8,224.0,0.0,1.53,0.61,172.0,13.6,6.82,0.065,Available,,,,FOOD_000066,0.9642857142857143
IFCT_C018,"Colocasia leaves, green",Colocasia anti-quorum,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,182.0,3.42,1.38,3.69,5.6,83.61,12.08,404.0,57.88,216.0,59.44,3.41,0.82,40.71,0.29,159.0,0.07,426.0,47.63,689.0,0.0,2.1,0.63,701.0,14.41,9.29,0.0299009900990099,Available,,,,FOOD_000067,0.9642857142857143
IFCT_C019,Drumstick leaves,Moringa oleifera,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,282.0,6.41,1.64,5.62,8.21,75.65,9.34,397.0,109.0,314.0,97.09,4.56,0.72,108.0,0.87,42.89,0.31,560.0,102.0,668.0,0.0,2.49,0.02,120.0,128.0,13.830000000000002,0.023526448362720404,Available,,,,FOOD_000068,0.9642857142857143
IFCT_C020,Fenugreek leaves,Trigonella foenum graecum,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,144.0,3.68,0.83,2.17,4.9,86.73,47.01,226.0,53.05,274.0,63.67,5.69,0.54,58.25,0.38,75.26,0.36,199.0,20.15,445.0,0.0,0.6,0.88,34.29,18.67,7.07,0.2080088495575221,Available,,,,FOOD_000069,0.9642857142857143
IFCT_C021,Garden cress,Lepidium sativum,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,208.0,5.62,0.8,4.48,2.6,84.02,25.35,379.0,45.55,217.0,79.24,6.19,1.52,42.75,0.2,58.1,0.74,28.68,8.24,58.71,0.0,1.25,0.92,115.0,16.64,7.08,0.06688654353562005,Available,,,,FOOD_000070,0.9642857142857143
